Rank,Title,Imdb Id,Avg. Imdb Rating,List of Lists Score
1114,Henry: Portrait of a Serial Killer,tt0099763,7,1
1115,Gomorrah,tt0929425,7,1
1116,Come Drink with Me,tt0059079,7,1
1117,Ceddo,tt0077309,7,1
1118,Blackmail,tt0019702,7,1
1119,Aileen Wuornos: The Selling of a Serial Killer,tt0103634,7,1
1120,WR: Mysteries of the Organism,tt0067958,6.9,1
1121,Top Gun,tt0092099,6.9,1
1122,The Towering Inferno,tt0072308,6.9,1
1123,The Seventh Victim,tt0036341,6.9,1
1124,The Idiots,tt0154421,6.9,1
1125,The Cool World,tt0056952,6.9,1
1126,Secret Beyond the Door...,tt0040766,6.9,1
1127,Pretty Woman,tt0100405,6.9,1
1128,"No Fear, No Die",tt0100536,6.9,1
1129,Marcel Proust's Time Regained,tt0189142,6.9,1
1130,Le Dernier Combat (The Last Battle),tt0085426,6.9,1
1131,Independence Day,tt0116629,6.9,1
1132,Gohatto,tt0213682,6.9,1
1133,Gigi,tt0051658,6.9,1
1134,Fatal Attraction,tt0093010,6.9,1
1135,Carmen Jones,tt0046828,6.9,1
1136,Things to Come,tt0028358,6.8,1
1137,The Smiling Madame Beudet,tt0013626,6.8,1
1138,The Quiet Earth,tt0089869,6.8,1
1139,The Man in Grey,tt0036135,6.8,1
1140,The Fabulous Baker Boys,tt0097322,6.8,1
1141,The Bigamist,tt0045557,6.8,1
1142,The Accidental Tourist,tt0094606,6.8,1
1143,Saturday Night Fever,tt0076666,6.8,1
1144,Romper Stomper,tt0105275,6.8,1
1145,Prizzi's Honor,tt0089841,6.8,1
1146,Me and My Gal,tt0023202,6.8,1
1147,Loulou,tt0081076,6.8,1
1148,Kandahar,tt0283431,6.8,1
1149,"Faster, Pussycat! Kill! Kill!",tt0059170,6.8,1
1150,Bridesmaids,tt1478338,6.8,1
1151,Babe,tt0112431,6.8,1
1152,Archangel,tt0099053,6.8,1
1153,The Tree of Life,tt0478304,6.7,1
1154,The Pillow Book,tt0114134,6.7,1
1155,The Nutty Professor,tt0057372,6.7,1
1156,The Man Who Fell to Earth,tt0074851,6.7,1
1157,Signs,tt0286106,6.7,1
1158,Last Chants for a Slow Dance,tt0076293,6.7,1
1159,Fires Were Started,tt0035881,6.7,1
1160,David Holzman's Diary,tt0062864,6.7,1
1161,Caravaggio,tt0090798,6.7,1
1162,Artists and Models,tt0047840,6.7,1
1163,A Throw of Dice,tt0020286,6.7,1
1164,A Question of Silence,tt0086369,6.7,1
1165,Sleeping Dogs,tt0076725,6.6,1
1166,Shaft,tt0067741,6.6,1
1167,Satyricon,tt0166788,6.6,1
1168,Report,tt0130976,6.6,1
1169,In the Realm of the Senses,tt0074102,6.6,1
1170,Dog Star Man: Part I,tt0058025,6.6,1
1171,"Dance, Girl, Dance",tt0032376,6.6,1
1172,Beat the Devil,tt0046414,6.6,1
1173,Babes in Arms,tt0031066,6.6,1
1174,Alice,tt0099012,6.6,1
1175,Tongues Untied,tt0103099,6.5,1
1176,The Ladies Man,tt0055069,6.5,1
1177,Super Fly,tt0069332,6.5,1
1178,Song at Midnight,tt0206442,6.5,1
1179,She's Gotta Have It,tt0091939,6.5,1
1180,She Done Him Wrong,tt0024548,6.5,1
1181,Méditerranée,tt0197719,6.5,1
1182,Judge Priest,tt0025335,6.5,1
1183,Fat Girl,tt0243255,6.5,1
1184,Dark Star,tt0069945,6.5,1
1185,Candyman,tt0103919,6.5,1
1186,The Rapture,tt0102757,6.4,1
1187,The Hills Have Eyes,tt0077681,6.4,1
1188,Sombre,tt0166808,6.4,1
1189,Monsters,tt1470827,6.4,1
1190,Mondo cane,tt0057318,6.4,1
1191,Kippur,tt0218379,6.4,1
1192,India Song,tt0073166,6.4,1
1193,Within Our Gates,tt0011870,6.3,1
1194,Under the Skin,tt1441395,6.3,1
1195,Paranormal Activity,tt1179904,6.3,1
1196,Too Early/Too Late,tt0083230,6.1,1
1197,Pink Flamingos,tt0069089,6.1,1
1198,Hill 24 Doesn't Answer,tt0048121,6.1,1
1199,Deseret,tt0131356,6.1,1
1200,"Salò, or the 120 Days of Sodom",tt0073650,6,1
1201,The Captive,tt0216605,5.9,1
1202,Wavelength,tt0127354,5.8,1
1203,Hold Me While I'm Naked,tt0060511,5.8,1
1204,Heaven and Earth Magic,tt0056060,5.7,1
1205,Puppetmaster,tt0098143,5.6,1
1206,Sweet Sweetback's Baadasssss Song,tt0067810,5.5,1
1207,Flaming Creatures,tt0054880,5.1,1
1208,Vinyl,tt0059880,5,1
1209,Blonde Cobra,tt0138329,3.2,1
